City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,maryville,35.7565,-83.9705,14.11,54,40,2.06,US,1675727075
284,matagami,49.7502,-77.6328,-12.94,72,0,4.12,CA,1675727284
285,mataura,-46.1927,168.8643,14.3,90,75,3.24,NZ,1675727089
286,mayang imphal,-8.1762,113.7958,24.0,94,100,0.11,ID,1675727274
287,mayumba,-3.432,10.6554,24.92,86,87,0.77,GA,1675727065
288,mazamari,-11.3258,-74.5308,20.96,98,97,0.85,PE,1675727203
289,mecca,21.4267,39.8261,20.41,74,80,2.97,SA,1675727186
290,medea,36.2642,2.7539,3.79,91,35,1.33,DZ,1675727233
291,mehamn,71.0357,27.8492,4.97,75,20,10.29,NO,1675727142
292,menongue,-14.6585,17.691,17.85,80,97,1.56,AO,1675727288
293,merauke,-8.4667,140.3333,26.74,84,99,6.32,ID,1675727203
294,meulaboh,4.1363,96.1285,23.58,81,98,0.71,ID,1675727173
295,mezen,65.8522,44.24,-16.49,98,91,3.33,RU,1675727121
296,micheweni,-4.9667,39.8333,26.41,78,100,4.54,TZ,1675727307
297,milos,36.75,24.4333,7.63,66,98,15.38,GR,1675727217
298,mirnyy,62.5353,113.9611,-32.55,98,99,0.84,RU,1675727083
299,mlowo,-9.0,32.9833,14.63,98,100,1.8,TZ,1675727206
300,mombetsu,44.3525,143.3525,-6.08,85,99,1.52,JP,1675727160
301,monrovia,6.3005,-10.7969,23.87,89,41,3.21,LR,1675727137
302,montalvo,-1.8,-79.3333,25.32,90,58,0.9,EC,1675727291
303,montrose,38.4166,-108.2673,-4.72,72,60,4.35,US,1675726831
304,moose factory,43.6558,-110.7183,-1.04,59,0,2.06,US,1675726859
305,moranbah,-22.0016,148.0466,27.53,75,88,7.68,AU,1675727266
306,mortka,59.3322,66.0214,-21.09,99,95,2.22,RU,1675727316
307,mount gambier,53.6597,-1.8537,1.94,79,91,1.58,GB,1675727098
308,mount isa,53.6597,-1.8537,1.94,79,91,1.58,GB,1675727256
309,mpika,-11.8343,31.4529,16.22,96,100,1.9,ZM,1675727241
310,mudgee,-32.5943,149.5871,24.79,43,8,3.86,AU,1675727097
311,muhos,64.808,25.9931,-0.12,94,100,3.82,FI,1675727312
312,mumford,5.2618,-0.759,26.09,89,61,5.16,GH,1675727157
313,mwingi,-0.9344,38.0601,17.71,58,47,1.02,KE,1675727085
314,mys shmidta,62.0589,48.6201,-22.92,100,100,1.37,RU,1675727180
315,nacala,-14.5428,40.6728,24.32,90,100,2.05,MZ,1675727207
316,namatanai,-3.6667,152.4333,28.72,70,95,2.38,PG,1675727058
317,namibe,-15.1961,12.1522,21.29,79,71,2.18,AO,1675727224
318,nanortalik,60.1432,-45.2371,-15.28,84,78,4.86,GL,1675727078
319,nantucket,41.2835,-70.0995,7.03,75,100,11.32,US,1675726969
320,narsaq,60.9167,-46.05,-16.88,64,29,3.87,GL,1675727190
321,naruja,41.9069,41.9542,7.18,88,100,1.01,GE,1675727200
322,naryan-mar,67.6713,53.087,-18.49,97,99,4.69,RU,1675727076
323,naze,28.3667,129.4833,18.51,80,41,6.49,JP,1675727189
324,necochea,-38.5473,-58.7368,17.1,64,18,7.53,AR,1675727250
325,nelson bay,-41.2833,173.2833,23.0,46,23,3.65,NZ,1675727061
326,new norfolk,6.6518,-10.5932,23.85,96,57,0.98,LR,1675727073
327,niagara falls,43.1667,-78.7664,-0.08,82,100,2.06,US,1675727313
328,nicoya,10.1483,-85.452,26.09,65,15,6.87,CR,1675727249
329,nikolskoye,59.7035,30.7861,-3.06,98,91,1.46,RU,1675727062
330,nileshwar,12.25,75.1,23.17,81,100,1.8,IN,1675727200
331,nioki,-2.7167,17.6833,22.34,89,79,1.31,CD,1675727142
332,nizhniy kuranakh,45.3926,39.2364,-3.9,85,100,8.79,RU,1675727302
333,nome,64.5011,-165.4064,-13.96,66,0,1.54,US,1675727056
334,norden,53.6,7.2,1.08,97,4,4.38,DE,1675727248
335,norman wells,35.2226,-97.4395,21.24,60,87,4.92,US,1675727060
336,north bend,50.3333,3.6667,4.12,95,7,3.15,FR,1675727267
337,nouadhibou,20.931,-17.0347,15.99,67,0,8.75,MR,1675727210
338,nouakchott,18.0858,-15.9785,16.96,58,19,7.3,MR,1675727048
339,novyy urengoy,45.0072,38.9819,-3.83,86,75,10.0,RU,1675727117
340,nyurba,63.2842,118.3319,-42.28,100,93,0.58,RU,1675727251
341,ocampo,21.65,-101.5,19.92,13,1,3.82,MX,1675727296
342,oistins,13.0667,-59.5333,26.05,69,20,7.72,BB,1675727167
343,okhotsk,59.3833,143.3,-23.39,77,100,5.67,RU,1675727240
344,orlik,52.5178,99.825,-29.21,98,71,0.94,RU,1675727208
345,ostashkov,57.1467,33.1075,-7.12,97,98,1.83,RU,1675727209
346,ostrovnoy,68.0531,39.5131,-5.47,86,100,12.94,RU,1675727046
347,padang,-0.9492,100.3543,22.03,80,85,1.76,ID,1675727046
348,pagudpud,18.5616,120.7868,25.83,76,86,1.39,PH,1675727285
349,palmer,42.1584,-72.3287,4.23,62,75,4.63,US,1675727041
350,pandan,14.0453,124.1694,25.73,86,77,4.85,PH,1675727231
351,pandhurna,21.6,78.5167,17.69,30,0,1.86,IN,1675727145
352,pangnirtung,66.1451,-65.7125,-29.0,69,20,9.77,CA,1675727131
353,pangody,65.85,74.4859,-27.32,100,100,2.96,RU,1675727132
354,panshi,42.9422,126.0561,-15.84,91,48,0.93,CN,1675727268
355,pantai remis,-3.1679,116.0574,25.39,84,100,0.91,ID,1675727279
356,paramonga,-10.6667,-77.8333,23.13,82,61,3.34,PE,1675727165
357,pec,42.6591,20.2883,-6.83,76,84,1.38,XK,1675727080
358,perth,-31.9333,115.8333,22.04,88,20,3.6,AU,1675726928
359,petropavlovsk-kamchatskiy,53.0452,158.6483,-14.67,66,40,3.0,RU,1675727133
360,pevek,69.7008,170.3133,-35.51,100,100,1.46,RU,1675727083
361,phangnga,8.4509,98.5298,24.02,93,85,1.59,TH,1675726977
362,phonhong,18.5007,102.4166,20.8,78,50,0.57,LA,1675727139
363,pinheiro machado,-2.5214,-45.0825,23.36,98,97,1.22,BR,1675727114
364,piopio,-38.4667,175.0167,21.16,59,69,3.13,NZ,1675727161
365,pochutla,15.7432,-96.4661,29.9,63,10,1.88,MX,1675727120
366,ponta do sol,38.7333,-28.2667,10.92,72,100,11.02,PT,1675727085
367,pontianak,-0.0333,109.3333,24.99,94,20,1.54,ID,1675727201
368,port alfred,-7.0349,29.7638,21.5,80,98,3.36,CD,1675727057
369,port blair,-7.0349,29.7638,21.5,80,98,3.36,CD,1675727057
370,port elizabeth,-7.0349,29.7638,21.5,80,98,3.36,CD,1675727109
371,port hardy,-7.0349,29.7638,21.5,80,98,3.36,CD,1675727094
372,port hedland,-7.0349,29.7638,21.5,80,98,3.36,CD,1675727094
373,port lincoln,-7.0349,29.7638,21.5,80,98,3.36,CD,1675727094
374,port moresby,-7.0349,29.7638,21.5,80,98,3.36,CD,1675727109
375,port shepstone,-7.0349,29.7638,21.5,80,98,3.36,CD,1675727094
376,port-gentil,-0.7193,8.7815,25.98,94,40,2.06,GA,1675727256
377,porto novo,41.1496,-8.611,10.73,40,0,4.12,PT,1675727037
378,poshekhonye,58.4993,39.1353,-21.57,100,100,1.27,RU,1675727287
379,powell,40.1578,-83.0752,1.28,80,40,3.6,US,1675726872
380,praia,14.9215,-23.5087,20.3,56,75,12.86,CV,1675727188
381,provideniya,64.3833,-173.3,-16.94,66,100,6.0,RU,1675727110
382,puerto ayora,36.5939,-6.233,12.08,86,20,2.57,ES,1675727159
383,puerto baquerizo moreno,36.5939,-6.233,12.08,85,20,2.57,ES,1675727016
384,puerto cabezas,36.5939,-6.233,12.08,86,20,2.57,ES,1675727191
385,punta arenas,8.9897,125.34,25.08,83,99,2.29,PH,1675726909
386,qaanaaq,77.484,-69.3632,-28.54,97,100,1.65,GL,1675727064
387,qui nhon,-10.9706,-37.5959,24.52,81,98,3.45,BR,1675727166
388,raga,8.4596,25.678,24.18,14,12,3.1,SS,1675727276
389,rajpura,30.4831,76.595,11.58,61,10,2.68,IN,1675727157
390,riachao,-7.3619,-46.6172,23.59,82,70,1.72,BR,1675727204
391,ribeira grande,42.7461,-8.4439,7.36,77,0,2.06,ES,1675727097
392,richards bay,46.8361,-95.9123,1.02,80,100,2.57,US,1675727225
393,rikitea,-23.1203,-134.9692,26.31,73,59,4.31,PF,1675727062
394,rincon,32.296,-81.2354,17.98,47,20,2.06,US,1675727260
395,rio gallegos,38.3,21.7833,5.98,50,94,5.42,GR,1675727212
396,rio grande,38.3,21.7833,5.98,50,94,5.42,GR,1675727137
397,roald,62.5833,6.1333,9.51,66,100,5.66,NO,1675727247
398,rocha,-34.4833,-54.3333,20.24,96,3,2.24,UY,1675727303
399,rock sound,42.6667,-89.0668,4.63,67,75,6.69,US,1675727121
400,russell,32.3502,-85.1999,18.78,39,0,0.0,US,1675727045
401,sabha,27.0377,14.4283,10.69,51,99,4.44,LY,1675727146
402,sadiqabad,28.3062,70.1307,14.53,46,0,3.98,PK,1675727264
403,saeby,57.3319,10.5225,2.76,87,61,5.96,DK,1675727096
404,saint-joseph,-21.3667,55.6167,24.21,84,78,4.83,RE,1675727234
405,saint-louis,16.3333,-15.0,22.8,20,51,4.66,SN,1675727221
406,saint-philippe,-21.3585,55.7679,24.77,87,87,4.61,RE,1675727042
407,saint-pierre,-21.3393,55.4781,24.82,73,75,2.06,RE,1675727217
408,sakaiminato,35.55,133.2333,5.99,81,75,1.54,JP,1675727186
409,sakakah,29.9697,40.2064,10.76,42,3,6.67,SA,1675727110
410,salalah,17.0151,54.0924,22.05,60,20,1.03,OM,1675727220
411,saldanha,-33.0117,17.9442,18.03,97,84,6.72,ZA,1675727180
412,salinopolis,-0.6136,-47.3561,25.18,90,99,4.4,BR,1675727213
413,san cristobal,13.3034,-4.8956,28.49,11,100,3.72,ML,1675727116
414,san fernando,13.3034,-4.8956,28.49,11,100,3.72,ML,1675727149
415,san jose de rio tinto,13.3034,-4.8956,28.49,11,100,3.72,ML,1675727149
416,san patricio,13.3034,-4.8956,28.49,11,100,3.72,ML,1675727093
417,san policarpo,13.3034,-4.8956,28.49,11,100,3.72,ML,1675727149
418,san quintin,13.3034,-4.8956,28.49,11,100,3.72,ML,1675727093
419,san roque,13.3034,-4.8956,28.49,11,100,3.72,ML,1675727093
420,sangueya,10.7,-14.3667,21.61,69,34,1.08,GN,1675727312
421,santa cruz cabralia,17.486,120.4348,27.23,89,82,1.52,PH,1675727316
422,santa helena de goias,17.486,120.4348,27.23,89,82,1.52,PH,1675727184
423,santa isabel do rio negro,17.486,120.4348,27.23,89,82,1.52,PH,1675727243
424,santa maria del oro,17.486,120.4348,27.23,89,82,1.52,PH,1675727145
425,santo antonio do amparo,-0.5854,-80.0049,22.66,92,71,1.79,EC,1675727261
426,sao felix do xingu,20.5113,76.2129,17.8,32,0,1.94,IN,1675727269
427,sao filipe,20.5113,76.2129,17.8,32,0,1.94,IN,1675727215
428,sao francisco do sul,20.5113,76.2129,17.8,32,0,1.94,IN,1675727161
429,sao joao da barra,20.5113,76.2129,17.8,32,0,1.94,IN,1675727161
430,sarany,58.5,58.8833,-20.72,100,100,0.94,RU,1675727085
431,sardulgarh,29.7,75.25,11.63,63,0,3.39,IN,1675727178
432,sasaram,24.951,84.0149,13.48,53,0,2.05,IN,1675727151
433,saskylakh,71.9167,114.0833,-35.86,100,97,1.1,RU,1675727074
434,semypolky,50.7167,30.9333,-3.37,96,98,1.53,UA,1675727240
435,senno,59.5336,33.9167,-13.79,99,81,1.91,RU,1675727135
436,seoul,37.5683,126.9778,-2.31,97,40,1.54,KR,1675726472
437,severo-kurilsk,50.6789,156.125,-4.35,79,100,13.27,RU,1675727230
438,severo-yeniseyskiy,60.3725,93.0408,-23.9,100,100,1.18,RU,1675727312
439,shache,38.4167,77.2406,-1.57,62,100,1.98,CN,1675727206
440,shangrao,28.4532,117.9686,11.01,96,100,0.14,CN,1675727270
441,shelburne,44.0787,-80.2041,-5.56,99,65,2.34,CA,1675726836
442,shihezi,44.3,86.0333,-10.03,92,100,1.3,CN,1675727158
443,shimoda,34.6667,138.95,11.2,53,90,4.22,JP,1675727157
444,shingu,33.7333,135.9833,11.9,56,81,3.18,JP,1675727095
445,shitkino,56.3703,98.3543,-24.78,100,100,1.08,RU,1675727229
446,sibolga,1.7427,98.7792,24.13,82,100,1.71,ID,1675727242
447,sikeston,36.8767,-89.5879,14.98,47,0,2.57,US,1675727172
448,sile,41.1754,29.6133,1.37,71,100,10.94,TR,1675727156
449,sinazongwe,-17.2614,27.4618,23.27,79,40,0.54,ZM,1675727268
450,sinnamary,5.3833,-52.95,24.51,89,81,5.83,GF,1675727227
451,sitka,57.0531,-135.33,2.94,87,100,2.06,US,1675727177
452,skjervoy,70.0311,20.9714,7.0,87,100,7.69,NO,1675727087
453,sobolevo,54.4299,31.8996,-5.56,97,100,2.02,RU,1675727221
454,soe,-9.8607,124.284,22.74,78,75,0.58,ID,1675727287
455,sola,-13.8833,167.55,26.74,72,100,2.54,VU,1675727210
456,sorland,67.667,12.6934,7.92,85,100,18.92,NO,1675727260
457,souillac,-20.5167,57.5167,24.21,94,75,3.09,MU,1675727096
458,soyo,-6.1349,12.3689,26.05,84,58,1.96,AO,1675727239
459,srandakan,-7.9386,110.2506,24.17,92,100,1.95,ID,1675727054
460,srednekolymsk,67.45,153.6833,-39.38,99,99,2.9,RU,1675727173
461,storforshei,66.4043,14.5233,5.88,86,100,8.75,NO,1675727303
462,stornoway,58.2093,-6.3865,7.98,94,75,6.69,GB,1675727315
463,subottsi,48.6554,32.5209,-4.79,81,82,5.78,UA,1675727298
464,suhbaatar,50.2314,106.2078,-28.0,100,73,1.23,MN,1675727072
465,sundargarh,22.1167,84.0333,14.01,37,0,1.89,IN,1675727293
466,sur,22.5667,59.5289,20.88,61,61,0.71,OM,1675727134
467,suratgarh,29.3167,73.9,13.67,57,0,3.72,IN,1675727060
468,svetlogorsk,52.6333,29.7333,-3.06,97,100,2.5,BY,1675727278
469,syamzha,60.0158,41.0614,-19.34,100,100,1.92,RU,1675727302
470,tabas,33.5959,56.9244,8.12,61,86,1.03,IR,1675727099
471,tahta,26.7693,31.5021,8.88,40,79,2.93,EG,1675727198
472,talnakh,69.4865,88.3972,-22.11,98,100,2.56,RU,1675727205
473,tampin,2.4701,102.2302,22.68,95,99,1.56,MY,1675727313
474,taormina,37.8536,15.2885,6.67,61,86,0.94,IT,1675727147
475,taoudenni,22.6783,-3.9836,18.98,21,100,2.73,ML,1675727141
476,tarbagatay,51.4803,107.3602,-25.85,100,87,1.9,RU,1675727217
477,tasiilaq,65.6145,-37.6368,-10.91,92,97,3.23,GL,1675727060
478,tautira,-17.7333,-149.15,26.78,75,40,5.44,PF,1675727084
479,tawang,27.5833,91.8667,-1.95,94,88,1.16,IN,1675727169
480,tazovskiy,67.4667,78.7,-27.36,100,97,2.16,RU,1675727156
481,teacapan,22.55,-105.75,23.32,64,2,4.61,MX,1675727160
482,tecolutilla,18.2833,-93.3167,22.46,89,37,5.04,MX,1675727153
483,tefe,-3.3542,-64.7114,24.06,94,75,1.03,BR,1675727072
484,teknaf,20.8624,92.3058,16.76,57,15,2.41,BD,1675727148
485,telimele,10.9167,-13.3333,20.35,61,80,0.92,GN,1675727224
486,tenali,16.2425,80.6398,18.51,90,75,0.96,IN,1675726794
487,tessalit,20.1986,1.0114,22.83,11,99,3.17,ML,1675727238
488,tevaitoa,-16.7833,-151.5,27.28,77,7,6.73,PF,1675727115
489,tezu,27.9167,96.1667,14.05,81,98,1.54,IN,1675726574
490,thinadhoo,0.5333,72.9333,27.21,75,100,4.81,MV,1675727088
491,thompson,55.7435,-97.8558,-12.91,78,75,5.66,CA,1675726853
492,tiarei,-17.5333,-149.3333,27.01,75,35,5.99,PF,1675727077
493,tiksi,71.6872,128.8694,-34.69,100,91,1.89,RU,1675727057
494,tilichiki,60.4667,166.1,-29.44,92,25,3.94,RU,1675727242
495,torbay,47.6666,-52.7314,1.05,96,100,3.58,CA,1675727055
496,torrelavega,43.3494,-4.0479,6.0,88,30,1.34,ES,1675727281
497,tosu,33.3667,130.5167,8.94,79,100,1.75,JP,1675727133
498,tuatapere,-46.1333,167.6833,16.83,65,86,6.23,NZ,1675727158
499,tuktoyaktuk,69.4541,-133.0374,-40.0,67,75,0.0,CA,1675727091
500,tura,25.5198,90.2201,13.4,54,0,1.48,IN,1675726646
501,turayf,31.6725,38.6637,6.14,56,46,10.29,SA,1675727257
502,turochak,52.2576,87.1224,-9.17,98,100,1.06,RU,1675727183
503,tutoia,-2.7619,-42.2744,25.68,86,100,3.5,BR,1675727280
504,udachnyy,66.4167,112.4,-35.31,66,100,1.03,RU,1675727292
505,ulaanbaatar,47.9077,106.8832,-25.93,76,80,0.0,MN,1675726889
506,ulladulla,-35.35,150.4667,19.88,89,99,3.02,AU,1675727207
507,ulverstone,-41.15,146.1667,19.01,49,0,0.98,AU,1675727274
508,umba,66.6871,34.3429,-5.07,86,100,4.15,RU,1675727194
509,upernavik,72.7868,-56.1549,-22.78,94,100,3.26,GL,1675727255
510,urengoy,65.9667,78.3667,-22.36,99,100,2.41,RU,1675727052
511,ushuaia,-54.8,-68.3,10.81,87,100,6.69,AR,1675726827
512,usinsk,65.9939,57.5281,-20.11,100,100,4.33,RU,1675727264
513,ust-kuyga,70.0167,135.6,-38.97,99,100,2.3,RU,1675727216
514,ust-maya,60.4167,134.5333,-36.74,98,100,1.1,RU,1675727257
515,ust-nera,64.5667,143.2,-39.07,100,100,0.67,RU,1675727100
516,vagur,61.4732,-6.8119,5.8,68,100,11.82,FO,1675727093
517,vaini,-21.2,-175.2,26.09,94,75,1.54,TO,1675727082
518,valleyview,55.0667,-117.2859,5.02,60,100,3.09,CA,1675727091
519,vanavara,60.34,102.2797,-30.01,100,100,1.0,RU,1675727317
520,vanderhoof,54.0166,-124.0198,2.9,86,71,3.57,CA,1675727123
521,vanimo,-2.6741,141.3028,26.6,86,100,1.74,PG,1675727089
522,vao,-22.6667,167.4833,25.83,69,35,6.16,NC,1675727104
523,vardo,70.3705,31.1107,0.99,93,100,13.38,NO,1675727174
524,varna,43.2167,27.9167,-1.92,80,75,6.69,BG,1675727179
525,veraval,20.9,70.3667,20.08,71,3,4.32,IN,1675727066
526,vernon,50.2581,-119.2691,6.83,84,92,1.03,CA,1675727138
527,vestmannaeyjar,63.4427,-20.2734,2.57,52,100,15.06,IS,1675727106
528,victoria,22.2855,114.1577,20.53,89,84,0.45,HK,1675727063
529,vicuna,-30.0319,-70.7081,25.98,53,2,1.85,CL,1675727179
530,vigrestad,58.5667,5.7,5.7,92,100,3.99,NO,1675727192
531,vila franca do campo,42.0304,-8.1588,5.49,46,0,3.4,PT,1675727097
532,vila velha,42.0304,-8.1588,5.49,46,0,3.4,PT,1675727129
533,vilyuysk,63.7553,121.6247,-40.04,100,97,0.69,RU,1675727184
534,vohma,58.6283,25.5483,-5.45,98,64,1.17,EE,1675727098
535,vostok,46.4856,135.8833,-16.61,92,100,1.98,RU,1675727143
536,vysotskoye,45.025,42.9064,-5.1,93,100,5.03,RU,1675727194
537,wainwright,52.839,-110.8572,-2.1,85,45,4.15,CA,1675727304
538,wairoa,-39.0333,177.3667,22.53,61,3,3.13,NZ,1675727074
539,wamba,8.9333,8.6,25.95,16,48,2.53,NG,1675727215
540,wanning,18.8003,110.3967,22.38,90,19,1.17,CN,1675727282
541,wattegama,6.7989,81.4808,22.03,94,84,1.97,LK,1675727272
542,wenling,28.3669,121.36,12.02,91,100,3.95,CN,1675727276
543,werda,-25.2667,23.2833,23.68,59,95,1.53,BW,1675727069
544,whitehorse,60.7161,-135.0538,1.43,42,75,5.66,CA,1675727053
545,wichita falls,37.6922,-97.3375,18.41,34,40,8.23,US,1675727042
546,wilmington island,34.2257,-77.9447,11.63,58,4,0.89,US,1675727015
547,wlodawa,51.55,23.55,-5.03,90,65,3.12,PL,1675727278
548,xining,36.6167,101.7667,-4.01,44,100,0.82,CN,1675727100
549,xinqing,48.2333,129.5,-18.87,95,100,1.34,CN,1675727288
550,xinyu,27.8043,114.9334,9.92,95,100,1.3,CN,1675727182
551,yakeshi,49.2833,120.7333,-27.51,100,100,0.85,CN,1675727216
552,yangambi,0.8102,24.4336,23.67,58,81,0.92,CD,1675727093
553,yar-sale,66.8333,70.8333,-20.36,98,93,2.67,RU,1675727106
554,yarensk,62.1675,49.0916,-21.75,100,100,1.24,RU,1675727301
555,yellowknife,62.456,-114.3525,-20.71,77,75,3.6,CA,1675726599
556,youghal,51.95,-7.8506,6.97,100,88,3.74,IE,1675727271
557,yulara,-25.2406,130.9889,30.34,16,0,5.57,AU,1675727175
558,yumen,40.2833,97.2,-3.83,47,85,3.18,CN,1675727162
559,zhangjiakou,40.81,114.8794,-5.39,55,28,0.41,CN,1675727200
560,zharkent,44.1628,80.0,-4.31,76,86,1.84,KZ,1675727196
561,zhigansk,66.7697,123.3711,-48.5,100,72,1.19,RU,1675727236
